wu.89058507393	deny	ic	000712614		WU	29474	2235322	0916630013 : 0916630021		75046389	Loom and spindle : or, Life among the early mill girls : with a sketch of "The Lowell offering" and some of its contributors / by Harriet H. Robinson ; introd. by Jane Wilkins Pultz.	Press Pacifica, 1976.	bib	2013-10-30 13:09:56	0	1976	hiu	eng	BK
uc1.32106017218360	deny	ic	000712614		UC	.b11241780	2235322	0916630013 : 0916630021		75046389	Loom and spindle : or, Life among the early mill girls : with a sketch of "The Lowell offering" and some of its contributors / by Harriet H. Robinson ; introd. by Jane Wilkins Pultz.	Press Pacifica, 1976.	bib	2013-10-30 13:09:57	0	1976	hiu	eng	BK
mdp.39015053381318	deny	ic	004194642		MIU	004194642	45406589	000712614X (paperback),0002261820 (hardback)			One for my baby / Tony Parsons.	HarperCollins, 2001.	bib	2012-06-18 19:30:22	0	2001	enk	eng	BK
